time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
6992.00,0.252,16.028,0.299,25.454,0.0189,1.452,4
7000.00,0.250,16.139,0.362,25.421,0.0171,1.580,3
7008.00,0.248,16.151,0.329,25.425,0.0174,1.340,4
7016.00,0.246,16.239,0.296,25.332,0.0184,1.401,5
7024.00,0.244,16.274,0.304,25.462,0.0168,1.336,5
7032.00,0.242,16.305,0.315,25.461,0.0186,1.358,4
7040.00,0.240,16.322,0.291,25.433,0.0207,1.286,5
7048.00,0.238,16.293,0.232,25.525,0.0172,1.075,4
7056.00,0.236,16.456,0.335,25.471,0.0186,1.568,5
7064.00,0.234,16.441,0.285,25.482,0.0159,1.146,5
7072.00,0.232,16.437,0.288,25.573,0.0168,1.185,5
7080.00,0.230,16.509,0.301,25.508,0.0163,1.359,4
7088.00,0.228,16.573,0.310,25.581,0.0186,1.333,5
7096.00,0.226,16.594,0.309,25.607,0.0192,1.275,4
7104.00,0.224,16.638,0.354,25.552,0.0190,1.330,5
7112.00,0.222,16.744,0.298,25.490,0.0175,1.387,5
7120.00,0.220,16.808,0.311,25.526,0.0155,1.297,5
7128.00,0.218,16.893,0.233,25.467,0.0186,1.216,5
7136.00,0.216,16.884,0.314,25.575,0.0184,1.153,4
7144.00,0.214,16.933,0.261,25.483,0.0170,1.175,5
7152.00,0.212,16.904,0.290,25.478,0.0165,1.017,4
7160.00,0.210,16.862,0.295,25.541,0.0176,1.027,5
7168.00,0.208,16.956,0.285,25.511,0.0168,1.258,5
7176.00,0.206,17.102,0.299,25.516,0.0152,1.348,5
7184.00,0.204,17.138,0.248,25.592,0.0152,1.125,5
7192.00,0.202,17.144,0.248,25.583,0.0198,1.054,4
7200.00,0.200,17.182,0.288,25.552,0.0189,1.170,5
7208.00,0.198,17.223,0.284,25.530,0.0196,1.146,4
7216.00,0.196,17.301,0.304,25.542,0.0175,1.201,5
7224.00,0.194,17.276,0.185,25.561,0.0180,0.875,4
7232.00,0.192,17.270,0.239,25.496,0.0177,0.991,4
7240.00,0.190,17.213,0.195,25.625,0.0188,0.811,5
7248.00,0.188,17.207,0.202,25.606,0.0181,0.916,4
7256.00,0.186,17.051,0.148,25.576,0.0164,0.589,4
7264.00,0.184,17.025,0.180,25.602,0.0210,0.850,4
7272.00,0.182,17.093,0.246,25.591,0.0169,1.100,4
7280.00,0.180,17.098,0.227,25.575,0.0154,0.954,4
7288.00,0.178,17.126,0.295,25.602,0.0163,1.081,4
7296.00,0.176,17.194,0.278,25.553,0.0164,1.111,4
7304.00,0.174,17.224,0.226,25.666,0.0166,0.962,4
7312.00,0.172,17.266,0.222,25.598,0.0196,0.993,4
7320.00,0.170,17.399,0.291,25.682,0.0206,1.197,4
7328.00,0.168,17.507,0.289,25.579,0.0205,1.197,4
7336.00,0.166,17.520,0.199,25.491,0.0214,0.882,4
7344.00,0.164,17.547,0.259,25.520,0.0222,0.984,4
7352.00,0.162,17.658,0.257,25.551,0.0209,1.127,4
7360.00,0.160,17.730,0.285,25.500,0.0213,1.095,3
7368.00,0.158,17.735,0.220,25.574,0.0227,0.884,3
7376.00,0.156,17.859,0.270,25.553,0.0178,1.130,5
7384.00,0.154,17.883,0.207,25.610,0.0182,0.862,4
7392.00,0.152,17.911,0.155,25.517,0.0206,0.794,4
7400.00,0.150,17.923,0.239,25.535,0.0195,0.891,3
7408.00,0.148,17.853,0.222,25.488,0.0188,0.739,4
7416.00,0.146,17.940,0.228,25.621,0.0185,0.987,4
7424.00,0.144,18.060,0.267,25.668,0.0196,1.106,5
7432.00,0.142,18.126,0.210,25.549,0.0178,0.911,4
7440.00,0.140,18.185,0.211,25.575,0.0175,0.901,4
7448.00,0.138,18.311,0.238,25.542,0.0200,1.038,4
7456.00,0.136,18.329,0.211,25.539,0.0210,0.822,3
7464.00,0.134,18.445,0.170,25.574,0.0183,0.886,4
7472.00,0.132,18.436,0.184,25.502,0.0208,0.706,4
7480.00,0.130,18.438,0.187,25.557,0.0173,0.719,4
7488.00,0.128,18.456,0.207,25.459,0.0212,0.771,4
7496.00,0.126,18.514,0.198,25.614,0.0201,0.834,5
7504.00,0.124,18.556,0.189,25.538,0.0197,0.775,4
7512.00,0.122,18.675,0.206,25.586,0.0178,0.928,4
7520.00,0.120,18.769,0.211,25.525,0.0212,0.876,3
7528.00,0.118,18.770,0.183,25.460,0.0194,0.671,4
7536.00,0.116,18.838,0.215,25.582,0.0168,0.835,4
7544.00,0.114,18.914,0.197,25.717,0.0182,0.795,5
7552.00,0.112,18.891,0.142,25.581,0.0174,0.517,4
7560.00,0.110,18.892,0.148,25.585,0.0214,0.605,4
7568.00,0.108,18.976,0.207,25.587,0.0200,0.825,4
7576.00,0.106,18.978,0.187,25.566,0.0234,0.633,4
7584.00,0.104,18.988,0.200,25.566,0.0193,0.676,4
7592.00,0.102,19.097,0.161,25.655,0.0206,0.772,4
7600.00,0.100,19.103,0.170,25.610,0.0169,0.583,4
7608.00,0.098,19.156,0.224,25.628,0.0162,0.757,4
7616.00,0.096,19.165,0.187,25.503,0.0171,0.604,4
7624.00,0.094,19.265,0.186,25.537,0.0194,0.749,4
7632.00,0.092,19.313,0.132,25.526,0.0178,0.574,4
7640.00,0.090,19.414,0.186,25.595,0.0185,0.759,4
7648.00,0.088,19.391,0.182,25.500,0.0166,0.527,4
7656.00,0.086,19.371,0.151,25.558,0.0184,0.489,4
7664.00,0.084,19.373,0.131,25.465,0.0208,0.469,4
7672.00,0.082,19.463,0.186,25.526,0.0201,0.718,4
7680.00,0.080,19.467,0.160,25.603,0.0190,0.487,4
7688.00,0.078,19.534,0.188,25.559,0.0172,0.669,5
7696.00,0.076,19.570,0.180,25.474,0.0170,0.551,4
7704.00,0.074,19.653,0.152,25.551,0.0199,0.611,4
7712.00,0.072,19.724,0.180,25.619,0.0172,0.598,4
7720.00,0.070,19.701,0.130,25.601,0.0203,0.383,5
7728.00,0.068,19.740,0.173,25.535,0.0188,0.540,4
7736.00,0.066,19.852,0.196,25.637,0.0175,0.712,3
7744.00,0.064,20.044,0.192,25.580,0.0167,0.833,4
7752.00,0.062,20.069,0.133,25.638,0.0177,0.464,5
7760.00,0.060,20.198,0.094,25.605,0.0180,0.551,4
7768.00,0.058,20.228,0.108,25.557,0.0172,0.405,3
7776.00,0.056,20.307,0.125,25.531,0.0175,0.514,4
7784.00,0.054,20.364,0.122,25.599,0.0182,0.446,4
7792.00,0.052,20.464,0.153,25.522,0.0176,0.572,4
7800.00,0.050,20.517,0.141,25.535,0.0161,0.589,4
7808.00,0.048,20.464,0.114,25.529,0.0201,0.303,3
7816.00,0.046,20.563,0.173,25.504,0.0194,0.621,4
7824.00,0.044,20.723,0.193,25.493,0.0212,0.720,4
7832.00,0.042,20.859,0.168,25.503,0.0181,0.627,4
7840.00,0.040,20.880,0.189,25.492,0.0196,0.574,4
7848.00,0.038,20.967,0.151,25.435,0.0193,0.480,4
7856.00,0.036,21.016,0.147,25.447,0.0194,0.431,4
7864.00,0.034,21.094,0.120,25.462,0.0159,0.396,3
7872.00,0.032,21.231,0.122,25.454,0.0179,0.494,4
7880.00,0.030,21.288,0.204,25.522,0.0176,0.524,5
7888.00,0.028,21.332,0.123,25.513,0.0168,0.379,4
7896.00,0.026,21.401,0.097,25.518,0.0191,0.334,4
7904.00,0.024,21.384,0.101,25.490,0.0181,0.298,3
7912.00,0.022,21.450,0.090,25.572,0.0188,0.293,4
7920.00,0.020,21.603,0.125,25.555,0.0209,0.503,4
7928.00,0.018,21.571,0.086,25.430,0.0203,0.360,4
7936.00,0.016,21.598,0.083,25.519,0.0205,0.235,4
7944.00,0.014,21.648,0.149,25.460,0.0209,0.373,4
7952.00,0.012,21.712,0.122,25.480,0.0188,0.348,4
7960.00,0.010,21.741,0.111,25.577,0.0188,0.311,5
7968.00,0.008,21.779,0.087,25.512,0.0171,0.237,4
7976.00,0.006,21.828,0.174,25.597,0.0185,0.527,4
7984.00,0.004,21.913,0.091,25.566,0.0220,0.330,4
7992.00,0.002,22.023,0.120,25.530,0.0201,0.341,4
8000.00,0.000,22.035,0.074,25.551,0.0188,0.279,3
